# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1664954708.15315 -79.230565 -27.542409 0.826104 0.005563 -0.006375 0.996587 0.082117 0.0000013866 -0.0000000368 0.0000051153 0.0000008623 -0.0000046329 0.0004133872 0.3388810193 -0.8746739099 -0.0004897300 2.5738073786 0.0007550496 0.0055235289
1664954708.25315 -79.344224 -27.525479 0.827373 0.006911 -0.006376 0.996454 0.083615 0.0000014114 -0.0000000441 0.0000063200 0.0000008609 -0.0000045676 0.0004133692 0.3386423153 -0.8755091714 -0.0004902488 2.5813040549 0.0007584647 0.0055290362
1664954708.35315 -79.457863 -27.516733 0.828515 0.005086 -0.009237 0.996524 0.082639 0.0000014194 -0.0000000446 0.0000049758 0.0000009515 -0.0000072827 0.0004133371 0.3385264695 -0.8764806902 -0.0004908550 2.5886570692 0.0007615958 0.0055345699
1664954708.45315 -79.563927 -27.498705 0.830456 0.005426 -0.007918 0.996521 0.082792 0.0000014093 -0.0000000503 0.0000051912 0.0000009065 -0.0000062024 0.0004133603 0.3382278275 -0.8771158526 -0.0004920326 2.5956155215 0.0007642113 0.0055398080
1664954708.55315 -79.670337 -27.477241 0.833278 0.004894 -0.005016 0.996433 0.084100 0.0000013548 -0.0000000220 0.0000044938 0.0000008379 -0.0000036695 0.0004134489 0.3377970482 -0.8775486531 -0.0004935241 2.6025443298 0.0007660581 0.0055446422
1664954708.65315 -79.776789 -27.462882 0.835477 0.004897 -0.005861 0.996431 0.084069 0.0000013347 -0.0000000320 0.0000045818 0.0000008370 -0.0000045372 0.0004133977 0.3375643153 -0.8782910546 -0.0004946621 2.6095497806 0.0007678294 0.0055493259
1664954708.75315 -79.888108 -27.449458 0.837243 0.003227 -0.007507 0.996452 0.083766 0.0000013074 -0.0000000301 0.0000033646 0.0000008677 -0.0000059113 0.0004133956 0.3373557668 -0.8790985363 -0.0004959533 2.6168073358 0.0007698870 0.0055546238
1664954708.85315 -79.999143 -27.429501 0.839693 0.004041 -0.006020 0.996419 0.084237 0.0000013373 -0.0000000312 0.0000038455 0.0000008384 -0.0000047127 0.0004134304 0.3369771194 -0.8796264210 -0.0004969432 2.6239007899 0.0007715746 0.0055601259
1664954708.95315 -80.110772 -27.413583 0.839770 0.005176 -0.004969 0.996324 0.085362 0.0000012970 -0.0000000271 0.0000046746 0.0000007945 -0.0000036888 0.0004134101 0.3365983211 -0.8802038028 -0.0004987682 2.6312156091 0.0007730571 0.0055632790
1664954709.05315 -80.216704 -27.396897 0.839787 0.006360 -0.005195 0.996268 0.085917 0.0000013332 -0.0000000426 0.0000056427 0.0000007959 -0.0000037365 0.0004133942 0.3363778314 -0.8809847188 -0.0004992871 2.6385050015 0.0007751791 0.0055687213
1664954709.15315 -80.327120 -27.378531 0.839018 0.004044 -0.004422 0.996260 0.086202 0.0000013447 -0.0000000353 0.0000037405 0.0000007973 -0.0000031584 0.0004134609 0.3360415653 -0.8815793308 -0.0004997938 2.6457346290 0.0007776746 0.0055753689
1664954709.25315 -80.431085 -27.363935 0.838524 0.006140 -0.004379 0.996399 0.084452 0.0000013908 -0.0000000529 0.0000055056 0.0000007988 -0.0000030578 0.0004134231 0.3357537360 -0.8821671589 -0.0004996103 2.6524877176 0.0007797406 0.0055810370
1664954709.35315 -80.545722 -27.351199 0.836915 0.003293 -0.006260 0.996362 0.084932 0.0000013556 -0.0000000609 0.0000032461 0.0000008397 -0.0000048295 0.0004134356 0.3356006867 -0.8830942629 -0.0004990508 2.6600641210 0.0007826899 0.0055872647
1664954709.45315 -80.653835 -27.332651 0.839447 0.004237 -0.005110 0.996392 0.084611 0.0000013801 -0.0000000756 0.0000039591 0.0000008348 -0.0000038265 0.0004134547 0.3352591857 -0.8836640627 -0.0004985478 2.6672573149 0.0007856122 0.0055940174
1664954709.55314 -80.765212 -27.311256 0.841555 0.001741 -0.000909 0.996394 0.084821 0.0000013376 -0.0000000484 0.0000016149 0.0000007988 -0.0000006914 0.0004135141 0.3347891829 -0.8840721557 -0.0004981145 2.6746265617 0.0007884135 0.0055999605
1664954709.65315 -80.871618 -27.294712 0.843115 0.002596 -0.001009 0.996230 0.086709 0.0000013773 -0.0000000400 0.0000023913 0.0000008074 -0.0000004252 0.0004135285 0.3346079117 -0.8848340928 -0.0004987863 2.6815481919 0.0007906845 0.0056059565
1664954709.75314 -80.977368 -27.288638 0.844089 0.002231 -0.005385 0.996250 0.086320 0.0000013736 -0.0000000631 0.0000024465 0.0000008550 -0.0000041558 0.0004135054 0.3345144931 -0.8857213749 -0.0004993203 2.6884324929 0.0007928831 0.0056117389
1664954709.85314 -81.072069 -27.277232 0.845155 0.005003 -0.006784 0.996280 0.085767 0.0000014375 -0.0000000953 0.0000048215 0.0000008822 -0.0000051081 0.0004134514 0.3343413488 -0.8864248997 -0.0004994663 2.6949550132 0.0007943526 0.0056169606
1664954709.95314 -81.164457 -27.259398 0.846421 0.005338 -0.006104 0.996271 0.085900 0.0000013250 -0.0000000954 0.0000049263 0.0000008454 -0.0000042839 0.0004134476 0.3340442045 -0.8869361218 -0.0005008619 2.7013746259 0.0007956591 0.0056210275
1664954710.05314 -81.262521 -27.245833 0.847632 0.004342 -0.005874 0.996190 0.086904 0.0000013179 -0.0000000841 0.0000042151 0.0000008563 -0.0000044413 0.0004134771 0.3337464059 -0.8874202892 -0.0005026993 2.7076363592 0.0007980616 0.0056254242
1664954710.15314 -81.357621 -27.226573 0.848306 0.005074 -0.004731 0.996258 0.086150 0.0000013296 -0.0000000812 0.0000047014 0.0000008239 -0.0000034784 0.0004134682 0.3334727554 -0.8879973964 -0.0005036045 2.7142276031 0.0007994338 0.0056300837
1664954710.25314 -81.460783 -27.205760 0.847427 0.004883 -0.004190 0.996015 0.088951 0.0000013154 -0.0000000754 0.0000043771 0.0000008086 -0.0000030807 0.0004134794 0.3330882612 -0.8884532764 -0.0005051522 2.7211686846 0.0008004489 0.0056340820
1664954710.35314 -81.571981 -27.187336 0.849653 0.003888 -0.004586 0.995747 0.091932 0.0000012941 -0.0000000754 0.0000037459 0.0000008158 -0.0000033973 0.0004135059 0.3327119318 -0.8889706299 -0.0005069649 2.7284455264 0.0008034397 0.0056391391
1664954710.45314 -81.684180 -27.168552 0.849869 -0.000631 -0.004470 0.995434 0.095346 0.0000012539 -0.0000000358 -0.0000000976 0.0000008313 -0.0000036132 0.0004135623 0.3323423392 -0.8895077972 -0.0005077776 2.7358559948 0.0008058845 0.0056450292
1664954710.55314 -81.776268 -27.143597 0.850229 0.001769 -0.005873 0.995242 0.097240 0.0000012364 -0.0000000297 0.0000019844 0.0000008462 -0.0000046635 0.0004135306 0.3321118529 -0.8900967170 -0.0005085910 2.7422507014 0.0008076358 0.0056499574
1664954710.65314 -81.864921 -27.124551 0.849893 0.006792 -0.006540 0.995080 0.098629 0.0000013319 -0.0000000757 0.0000062283 0.0000008633 -0.0000047202 0.0004134860 0.3315919088 -0.8901475290 -0.0005096681 2.7481279596 0.0008098743 0.0056558659
1664954710.75314 -81.967450 -27.106446 0.851210 0.005012 -0.006362 0.994936 0.100181 0.0000012595 -0.0000000516 0.0000046427 0.0000008330 -0.0000046766 0.0004135038 0.3311521898 -0.8904978869 -0.0005122725 2.7549717712 0.0008108462 0.0056578136
1664954710.85314 -82.075073 -27.086863 0.850864 0.004195 -0.007093 0.994734 0.102160 0.0000012745 -0.0000000400 0.0000041445 0.0000008613 -0.0000053722 0.0004135265 0.3308567067 -0.8910723904 -0.0005130364 2.7619801823 0.0008130684 0.0056636325
1664954710.95314 -82.185693 -27.067887 0.848192 -0.001093 -0.007105 0.994259 0.106763 0.0000012645 0.0000000180 -0.0000001527 0.0000008895 -0.0000057889 0.0004135912 0.3304752582 -0.8916049055 -0.0005134079 2.7695707077 0.0008150287 0.0056684892
1664954711.05314 -82.287378 -27.048123 0.848018 -0.001386 -0.006573 0.992770 0.119843 0.0000012499 0.0000000299 -0.0000002884 0.0000008727 -0.0000053279 0.0004136306 0.3301223188 -0.8920457864 -0.0005132785 2.7763636788 0.0008179033 0.0056730439
1664954711.15314 -82.393516 -27.038761 0.852174 -0.001891 -0.012228 0.991773 0.127411 0.0000012814 0.0000000455 -0.0000001235 0.0000010461 -0.0000099125 0.0004134751 0.3300011960 -0.8928813052 -0.0005129017 2.7834129473 0.0008208258 0.0056792698
1664954711.25314 -82.496823 -27.013759 0.851684 -0.004624 -0.012704 0.991076 0.132613 0.0000013104 0.0000001033 -0.0000022942 0.0000010903 -0.0000106430 0.0004134538 0.3295590481 -0.8932483253 -0.0005126013 2.7906713185 0.0008239638 0.0056845448
1664954711.35314 -82.597658 -26.986487 0.850125 -0.007119 -0.012516 0.990776 0.134743 0.0000013413 0.0000001627 -0.0000043444 0.0000011103 -0.0000108543 0.0004134338 0.3290414628 -0.8934293798 -0.0005129807 2.7975000493 0.0008264414 0.0056896801
1664954711.45314 -82.694767 -26.961848 0.847576 -0.008409 -0.012362 0.990684 0.135358 0.0000013660 0.0000001856 -0.0000053856 0.0000011291 -0.0000108846 0.0004134459 0.3285546986 -0.8936242678 -0.0005130515 2.8041352338 0.0008291551 0.0056957334
1664954711.55314 -82.794161 -26.928150 0.845323 -0.008156 -0.011416 0.990406 0.137472 0.0000013102 0.0000001892 -0.0000053645 0.0000010841 -0.0000101650 0.0004134919 0.3280372944 -0.8937770315 -0.0005147909 2.8106945825 0.0008332950 0.0056987361
1664954711.65314 -82.899819 -26.891177 0.843207 -0.009544 -0.007951 0.990174 0.139288 0.0000013370 0.0000001747 -0.0000066308 0.0000009560 -0.0000075786 0.0004135620 0.3272201466 -0.8935237354 -0.0005149529 2.8177367964 0.0008340120 0.0057022569
1664954711.75314 -83.007195 -26.864098 0.842826 -0.011300 -0.009176 0.989914 0.140923 0.0000013816 0.0000002224 -0.0000080012 0.0000009998 -0.0000088144 0.0004134698 0.3266735341 -0.8937357072 -0.0005148949 2.8251119128 0.0008366962 0.0057074396
1664954711.85314 -83.115779 -26.843353 0.841613 -0.014606 -0.012113 0.989724 0.141729 0.0000014859 0.0000003398 -0.0000103659 0.0000011399 -0.0000116130 0.0004132426 0.3262728344 -0.8941795010 -0.0005152320 2.8325431285 0.0008390094 0.0057119786
1664954711.95314 -83.216913 -26.816414 0.840620 -0.013658 -0.011753 0.989520 0.143267 0.0000014722 0.0000002990 -0.0000096980 0.0000011157 -0.0000111096 0.0004133228 0.3257272915 -0.8943022699 -0.0005147039 2.8394198816 0.0008411082 0.0057168397
1664954712.05314 -83.321728 -26.785938 0.836402 -0.013990 -0.010338 0.989492 0.143540 0.0000014938 0.0000002765 -0.0000100917 0.0000010523 -0.0000099366 0.0004133761 0.3251663769 -0.8944164578 -0.0005138673 2.8464417407 0.0008432626 0.0057218904
1664954712.15314 -83.427069 -26.754739 0.833978 -0.013981 -0.010889 0.989475 0.143616 0.0000014915 0.0000003026 -0.0000100040 0.0000010622 -0.0000103569 0.0004133529 0.3246725864 -0.8946717995 -0.0005129713 2.8537293062 0.0008459426 0.0057268164
1664954712.25314 -83.527726 -26.723995 0.829633 -0.012279 -0.008792 0.989511 0.143667 0.0000014631 0.0000002381 -0.0000088470 0.0000009752 -0.0000084071 0.0004135153 0.3239552159 -0.8945188882 -0.0005121732 2.8607256090 0.0008485465 0.0057322152
1664954712.35314 -83.632859 -26.686997 0.829035 -0.012226 -0.006122 0.989292 0.145310 0.0000014530 0.0000001773 -0.0000090378 0.0000008908 -0.0000064580 0.0004135920 0.3233477352 -0.8945168553 -0.0005109441 2.8676036975 0.0008500342 0.0057373098
1664954712.45314 -83.730305 -26.664769 0.827585 -0.012113 -0.007699 0.989445 0.144196 0.0000014422 0.0000001886 -0.0000088388 0.0000009336 -0.0000075756 0.0004135844 0.3228468377 -0.8946968800 -0.0005100035 2.8745979011 0.0008513108 0.0057430912
1664954712.55313 -83.821827 -26.638051 0.826878 -0.011571 -0.007648 0.989618 0.143052 0.0000014540 0.0000002043 -0.0000083219 0.0000009603 -0.0000074754 0.0004136383 0.3224256755 -0.8948913146 -0.0005091059 2.8808661790 0.0008523460 0.0057481500
1664954712.65313 -83.905407 -26.613668 0.825393 -0.011022 -0.006911 0.989398 0.144646 0.0000014923 0.0000002298 -0.0000079940 0.0000009836 -0.0000068477 0.0004137144 0.3218968299 -0.8948495415 -0.0005088801 2.8866809593 0.0008541747 0.0057536922
1664954712.75313 -83.982111 -26.592009 0.825163 -0.008849 -0.007039 0.989495 0.144124 0.0000014492 0.0000002158 -0.0000061214 0.0000010075 -0.0000066463 0.0004138157 0.3215127646 -0.8949822514 -0.0005086188 2.8920368971 0.0008554627 0.0057585505
1664954712.85313 -84.059001 -26.570118 0.825528 -0.003957 -0.008718 0.989503 0.144195 0.0000013711 0.0000001562 -0.0000019050 0.0000010462 -0.0000075276 0.0004138722 0.3211503037 -0.8951362512 -0.0005077227 2.8972158198 0.0008560771 0.0057619991
1664954712.95313 -84.136770 -26.546562 0.822855 -0.005892 -0.007956 0.989439 0.144614 0.0000012850 0.0000000873 -0.0000038096 0.0000009283 -0.0000071491 0.0004138007 0.3205410002 -0.8951133914 -0.0005089277 2.9037406814 0.0008534661 0.0057635569
1664954713.05313 -84.229367 -26.519980 0.821760 -0.005903 -0.008058 0.989382 0.144991 0.0000012953 0.0000000940 -0.0000037248 0.0000009373 -0.0000071876 0.0004138136 0.3200722146 -0.8951441017 -0.0005082799 2.9093426029 0.0008544405 0.0057674694
1664954713.15313 -84.327180 -26.482787 0.820238 -0.008153 -0.008196 0.989438 0.144497 0.0000012863 0.0000001549 -0.0000055599 0.0000009427 -0.0000076523 0.0004137504 0.3195889136 -0.8952854353 -0.0005086947 2.9157981023 0.0008564008 0.0057711108
1664954713.25313 -84.412702 -26.463325 0.819701 -0.012060 -0.009304 0.988727 0.148950 0.0000014349 0.0000002501 -0.0000085066 0.0000010292 -0.0000090512 0.0004136450 0.3189942139 -0.8951510226 -0.0005088458 2.9217517493 0.0008585269 0.0057754928
1664954713.35313 -84.467159 -26.444297 0.816894 -0.013690 -0.007920 0.987900 0.154283 0.0000014913 0.0000002576 -0.0000099975 0.0000009880 -0.0000080827 0.0004136131 0.3186206813 -0.8951290237 -0.0005072749 2.9258249801 0.0008594316 0.0057776736
1664954713.45313 -84.500779 -26.432420 0.814397 -0.009502 -0.008437 0.986474 0.163427 0.0000013816 0.0000001908 -0.0000064460 0.0000010015 -0.0000079968 0.0004138021 0.3183826684 -0.8951167451 -0.0005044501 2.9282250009 0.0008603653 0.0057802081
1664954713.55313 -84.542405 -26.415221 0.813978 -0.008045 -0.010001 0.984634 0.174157 0.0000013145 0.0000001557 -0.0000049784 0.0000010498 -0.0000092382 0.0004138160 0.3180344447 -0.8950763855 -0.0005036692 2.9314536520 0.0008605402 0.0057821090
1664954713.65313 -84.608069 -26.379441 0.814190 -0.009905 -0.006508 0.982796 0.184313 0.0000013705 0.0000001660 -0.0000069465 0.0000009627 -0.0000066859 0.0004139009 0.3172709047 -0.8944362283 -0.0005030892 2.9354474445 0.0008619738 0.0057848558
1664954713.75313 -84.681281 -26.350730 0.814497 -0.010244 -0.006911 0.981197 0.192612 0.0000013660 0.0000001816 -0.0000069900 0.0000009896 -0.0000072150 0.0004139220 0.3166964386 -0.8942094680 -0.0005036340 2.9404208302 0.0008633847 0.0057878171
1664954713.85313 -84.752829 -26.321705 0.814033 -0.011661 -0.008546 0.978041 0.207912 0.0000014440 0.0000001844 -0.0000078002 0.0000011120 -0.0000089490 0.0004139186 0.3161662861 -0.8940546575 -0.0005043928 2.9455007116 0.0008647910 0.0057908104
1664954713.95313 -84.819524 -26.293684 0.813172 -0.012339 -0.009624 0.975699 0.218555 0.0000014739 0.0000001909 -0.0000079191 0.0000011798 -0.0000100062 0.0004139224 0.3155846581 -0.8937378906 -0.0005055693 2.9500808836 0.0008657650 0.0057934892
1664954714.05313 -84.883906 -26.262406 0.812331 -0.010069 -0.010778 0.974220 0.225119 0.0000013008 0.0000001625 -0.0000060642 0.0000011511 -0.0000106243 0.0004138740 0.3148376190 -0.8932252874 -0.0005077675 2.9544841454 0.0008641607 0.0057929499
1664954714.15313 -84.967825 -26.211324 0.810605 -0.014980 -0.005339 0.972535 0.232212 0.0000015394 0.0000001625 -0.0000109547 0.0000010412 -0.0000070544 0.0004138880 0.3138303717 -0.8923921792 -0.0005086959 2.9601968205 0.0008663688 0.0057964323
1664954714.25312 -85.051219 -26.172730 0.809117 -0.019597 -0.004952 0.969427 0.244547 0.0000017787 0.0000002369 -0.0000144408 0.0000010817 -0.0000078097 0.0004137042 0.3130979458 -0.8920326905 -0.0005092267 2.9660808850 0.0008687423 0.0057999007
1664954714.35312 -85.120173 -26.145086 0.809021 -0.018175 -0.007547 0.965908 0.258136 0.0000016870 0.0000002522 -0.0000126518 0.0000011856 -0.0000097929 0.0004138055 0.3125485879 -0.8917892363 -0.0005091643 2.9708693864 0.0008707799 0.0058026792
1664954714.45312 -85.180228 -26.103827 0.808109 -0.017061 -0.007669 0.963984 0.265300 0.0000016728 0.0000002050 -0.0000115786 0.0000011773 -0.0000094605 0.0004139425 0.3117242441 -0.8909862892 -0.0005106449 2.9750324563 0.0008713294 0.0058052062
1664954714.55312 -85.247768 -26.057015 0.807720 -0.017768 -0.006481 0.961166 0.275323 0.0000018126 0.0000001709 -0.0000123605 0.0000012100 -0.0000091589 0.0004139881 0.3107650232 -0.8900373668 -0.0005123978 2.9797079934 0.0008722423 0.0058077200
1664954714.65312 -85.319647 -26.010473 0.806299 -0.021494 -0.002268 0.955652 0.293705 0.0000021074 0.0000001517 -0.0000161972 0.0000011407 -0.0000069243 0.0004138799 0.3098620519 -0.8892255458 -0.0005121450 2.9847559994 0.0008740685 0.0058096547
1664954714.75312 -85.389786 -25.992907 0.806537 -0.022560 -0.011848 0.952290 0.304129 0.0000019994 0.0000004116 -0.0000146092 0.0000015648 -0.0000149785 0.0004136229 0.3095300217 -0.8893421120 -0.0005109571 2.9896992563 0.0008741895 0.0058113230
1664954714.85312 -85.446738 -25.950255 0.806005 -0.023237 -0.008759 0.949609 0.312452 0.0000022006 0.0000002916 -0.0000156622 0.0000014687 -0.0000126776 0.0004137808 0.3086413165 -0.8883687869 -0.0005109204 2.9935903662 0.0008749794 0.0058130055
1664954714.95312 -85.495754 -25.911678 0.805791 -0.023936 -0.007424 0.946906 0.320532 0.0000023595 0.0000002452 -0.0000164080 0.0000014719 -0.0000121027 0.0004138272 0.3079020261 -0.8876004819 -0.0005101334 2.9970994604 0.0008754209 0.0058142674
1664954715.05312 -85.524581 -25.886373 0.804347 -0.024130 -0.006905 0.943121 0.331501 0.0000023708 0.0000002608 -0.0000166540 0.0000014349 -0.0000121383 0.0004138308 0.3074016014 -0.8871498744 -0.0005072058 2.9996413536 0.0008743375 0.0058128931
1664954715.15312 -85.531035 -25.868693 0.805149 -0.023004 -0.009042 0.940447 0.339040 0.0000022727 0.0000002509 -0.0000150764 0.0000015018 -0.0000134549 0.0004139033 0.3070919609 -0.8868867485 -0.0005010045 3.0005069648 0.0008717648 0.0058109252
1664954715.25312 -85.521439 -25.841231 0.805257 -0.020039 -0.007564 0.938207 0.345411 0.0000020754 0.0000001865 -0.0000130641 0.0000012994 -0.0000115889 0.0004141471 0.3064177407 -0.8859493929 -0.0004963621 3.0002294153 0.0008673153 0.0058077612
1664954715.35312 -85.524223 -25.811484 0.805361 -0.018749 -0.008259 0.934918 0.354272 0.0000019899 0.0000001692 -0.0000118153 0.0000012985 -0.0000118776 0.0004142306 0.3056765557 -0.8848927127 -0.0004961251 3.0002494412 0.0008630642 0.0058053847
1664954715.45312 -85.540402 -25.770311 0.805783 -0.019891 -0.004770 0.931842 0.362287 0.0000021546 0.0000001626 -0.0000136615 0.0000011686 -0.0000097022 0.0004142477 0.3047478627 -0.8835521145 -0.0004972190 3.0010786949 0.0008600210 0.0058035355
1664954715.55312 -85.566172 -25.746861 0.806233 -0.021192 -0.006042 0.929709 0.367635 0.0000022294 0.0000002370 -0.0000141664 0.0000012269 -0.0000111229 0.0004141594 0.3042057823 -0.8828607367 -0.0004957594 3.0023942524 0.0008580705 0.0058021904
1664954715.65312 -85.586170 -25.730058 0.807456 -0.022057 -0.008164 0.926946 0.374457 0.0000022926 0.0000002850 -0.0000141059 0.0000013677 -0.0000131020 0.0004140809 0.3038266818 -0.8824151580 -0.0004933743 3.0035962941 0.0008569943 0.0058005417
1664954715.75312 -85.588135 -25.711970 0.800843 -0.022611 -0.006112 0.924888 0.379518 0.0000020955 0.0000003365 -0.0000154702 0.0000011896 -0.0000117093 0.0004139658 0.3033188966 -0.8818138064 -0.0004884371 3.0041253666 0.0008550452 0.0057941665
1664954715.85312 -85.593661 -25.711949 0.802765 -0.022553 -0.007203 0.922846 0.384440 0.0000020553 0.0000003543 -0.0000147137 0.0000012398 -0.0000126450 0.0004139763 0.3033410908 -0.8818690155 -0.0004777134 3.0037564787 0.0008543771 0.0057908224
1664954715.95312 -85.591625 -25.712502 0.805084 -0.021564 -0.009346 0.920909 0.389069 0.0000019419 0.0000003672 -0.0000133410 0.0000013055 -0.0000140368 0.0004139889 0.3033431284 -0.8819349562 -0.0004678348 3.0037075807 0.0008539409 0.0057870254
1664954716.05312 -85.585662 -25.705910 0.806885 -0.020460 -0.007445 0.916899 0.398524 0.0000019050 0.0000003087 -0.0000128671 0.0000011923 -0.0000124083 0.0004141481 0.3031229178 -0.8815295844 -0.0004625235 3.0032710000 0.0008532836 0.0057835317
1664954716.15312 -85.585821 -25.701693 0.808574 -0.020046 -0.007690 0.913110 0.407147 0.0000018664 0.0000003075 -0.0000123825 0.0000011923 -0.0000125569 0.0004141932 0.3029961917 -0.8813323998 -0.0004586803 3.0032463961 0.0008528327 0.0057801682
1664954716.25312 -85.593069 -25.692399 0.809888 -0.020218 -0.006935 0.910093 0.413852 0.0000018776 0.0000003125 -0.0000127302 0.0000011579 -0.0000121198 0.0004142172 0.3027649242 -0.8810255431 -0.0004558903 3.0036870727 0.0008531005 0.0057771179
1664954716.35312 -85.611437 -25.683586 0.810880 -0.019797 -0.008096 0.907084 0.420405 0.0000018502 0.0000003245 -0.0000118704 0.0000012065 -0.0000129318 0.0004142398 0.3025272852 -0.8808330598 -0.0004528778 3.0048650349 0.0008549633 0.0057743598
1664954716.45312 -85.637845 -25.665256 0.814401 -0.020476 -0.008314 0.904139 0.426667 0.0000018719 0.0000003626 -0.0000122116 0.0000012385 -0.0000134793 0.0004142048 0.3020811348 -0.8804300886 -0.0004503065 3.0067327799 0.0008578884 0.0057718739
1664954716.55312 -85.663929 -25.633684 0.815915 -0.020558 -0.008005 0.900252 0.434810 0.0000018689 0.0000003741 -0.0000121989 0.0000012369 -0.0000134875 0.0004142316 0.3014706271 -0.8798361792 -0.0004487783 3.0088727371 0.0008611791 0.0057699111
1664954716.65312 -85.702916 -25.593611 0.816033 -0.022859 -0.008827 0.897109 0.441129 0.0000019615 0.0000004744 -0.0000135768 0.0000013259 -0.0000148063 0.0004140791 0.3005378201 -0.8788040695 -0.0004487878 3.0115295592 0.0008648096 0.0057688266
1664954716.75312 -85.735407 -25.539661 0.817762 -0.025294 -0.007410 0.894909 0.445470 0.0000021623 0.0000005480 -0.0000157908 0.0000013270 -0.0000148404 0.0004139409 0.2993867855 -0.8774334200 -0.0004548255 3.0142582228 0.0008663306 0.0057681246
1664954716.85312 -85.765915 -25.490768 0.819533 -0.025035 -0.003835 0.888813 0.457569 0.0000024107 0.0000004751 -0.0000166275 0.0000011651 -0.0000120719 0.0004141024 0.2983142982 -0.8758893209 -0.0004589797 3.0158201206 0.0008681884 0.0057680670
1664954716.95312 -85.797203 -25.467197 0.819638 -0.023025 -0.009020 0.884984 0.464964 0.0000022333 0.0000004991 -0.0000131636 0.0000013852 -0.0000153180 0.0004141657 0.2977730627 -0.8753506314 -0.0004620186 3.0179652706 0.0008686623 0.0057674325
1664954717.05312 -85.823655 -25.425181 0.821327 -0.021654 -0.006907 0.882617 0.469543 0.0000022669 0.0000004429 -0.0000128962 0.0000012507 -0.0000132232 0.0004143512 0.2969271843 -0.8741627119 -0.0004651591 3.0196159874 0.0008680057 0.0057667019
1664954717.15312 -85.855742 -25.380035 0.822262 -0.021562 -0.007586 0.877795 0.478491 0.0000022866 0.0000004773 -0.0000124128 0.0000013068 -0.0000139398 0.0004143684 0.2959970753 -0.8729120637 -0.0004668849 3.0219254973 0.0008687220 0.0057664646
1664954717.25312 -85.890950 -25.332381 0.823691 -0.021577 -0.004573 0.873113 0.487018 0.0000023693 0.0000004727 -0.0000135107 0.0000011881 -0.0000118502 0.0004144614 0.2950036920 -0.8715479028 -0.0004675685 3.0242303949 0.0008690580 0.0057659884
1664954717.35312 -85.927557 -25.292286 0.822945 -0.020404 -0.006179 0.867543 0.496905 0.0000022703 0.0000004713 -0.0000118761 0.0000012488 -0.0000127259 0.0004145432 0.2942061097 -0.8705610348 -0.0004669592 3.0268800927 0.0008695161 0.0057655036
1664954717.45312 -85.961427 -25.244257 0.825413 -0.019680 -0.008154 0.864016 0.503013 0.0000021646 0.0000004667 -0.0000104816 0.0000013382 -0.0000140463 0.0004145545 0.2932575272 -0.8692841731 -0.0004674462 3.0293783637 0.0008697826 0.0057648885
1664954717.55312 -85.989024 -25.177796 0.826650 -0.018810 -0.005314 0.860416 0.509218 0.0000021910 0.0000004339 -0.0000109516 0.0000011960 -0.0000116945 0.0004146918 0.2919752527 -0.8673801926 -0.0004694438 3.0315630276 0.0008705843 0.0057648294
1664954717.65312 -86.019450 -25.110000 0.825314 -0.018644 -0.003631 0.854825 0.518568 0.0000017875 0.0000003329 -0.0000114633 0.0000011277 -0.0000110326 0.0004146993 0.2906352306 -0.8654576832 -0.0004726241 3.0339891636 0.0008707639 0.0057644088
1664954717.75312 -86.053160 -25.050402 0.825025 -0.018893 -0.004351 0.852233 0.522804 0.0000017603 0.0000003354 -0.0000112860 0.0000011429 -0.0000111636 0.0004147212 0.2893670111 -0.8635374715 -0.0004754332 3.0359789151 0.0008713265 0.0057653825
1664954717.85312 -86.080421 -24.986529 0.827000 -0.018265 -0.003383 0.847587 0.530331 0.0000017557 0.0000003170 -0.0000111189 0.0000011086 -0.0000103379 0.0004147997 0.2880907160 -0.8615824677 -0.0004783276 3.0379214322 0.0008717388 0.0057655522
1664954717.95312 -86.109274 -24.923624 0.829015 -0.016821 -0.003350 0.840069 0.542208 0.0000017296 0.0000003062 -0.0000099520 0.0000011208 -0.0000098141 0.0004149557 0.2867783418 -0.8595372963 -0.0004791781 3.0397999418 0.0008740038 0.0057668003
1664954718.05312 -86.141012 -24.857626 0.832636 -0.015392 -0.002659 0.831947 0.554635 0.0000017125 0.0000003056 -0.0000091558 0.0000011559 -0.0000088677 0.0004151458 0.2854914951 -0.8575795763 -0.0004783774 3.0420437116 0.0008767817 0.0057690482
1664954718.15312 -86.173954 -24.789085 0.835970 -0.014465 -0.000703 0.819185 0.573347 0.0000017311 0.0000002977 -0.0000091776 0.0000011878 -0.0000072962 0.0004153507 0.2841649379 -0.8555643696 -0.0004778646 3.0443854602 0.0008796830 0.0057702532
1664954718.25312 -86.205750 -24.727499 0.838604 -0.013457 -0.001746 0.803771 0.594784 0.0000017152 0.0000002963 -0.0000076801 0.0000013135 -0.0000077453 0.0004155763 0.2829639762 -0.8537600126 -0.0004774817 3.0467356350 0.0008826717 0.0057713691
1664954718.35312 -86.231501 -24.662966 0.841900 -0.013435 -0.002441 0.789390 0.613740 0.0000017031 0.0000003137 -0.0000071289 0.0000014297 -0.0000084174 0.0004157312 0.2817467950 -0.8518551591 -0.0004781681 3.0486575838 0.0008843032 0.0057719635
