# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1666059863.05143 2.520548 -29.518520 0.158983 -0.017612 -0.009182 -0.360482 0.932555 0.0000043278 -0.0000003227 0.0000122723 0.0000039877 -0.0000108053 0.0004065429 0.3620932032 0.0293969780 0.0000065622 0.0218393034 0.0001938524 0.0055397418
1666059863.15144 2.579259 -29.564619 0.156677 -0.017089 -0.009013 -0.345071 0.938378 0.0000043261 -0.0000002855 0.0000116699 0.0000039601 -0.0000106567 0.0004066440 0.3629530114 0.0301386919 0.0000787668 0.0218429674 0.0001516791 0.0054104372
1666059863.25143 2.626761 -29.618059 0.160337 -0.013821 -0.009656 -0.328560 0.944332 0.0000043050 -0.0000001998 0.0000110549 0.0000038264 -0.0000081323 0.0004068661 0.3641736870 0.0307990694 0.0001462813 0.0218131732 0.0001304804 0.0053014670
1666059863.35141 2.678808 -29.660459 0.164566 -0.011005 -0.012835 -0.314451 0.949123 0.0000042629 -0.0000000889 0.0000126261 0.0000036807 -0.0000053766 0.0004069328 0.3653361921 0.0314270024 0.0002112042 0.0216470483 0.0000853225 0.0051837866
1666059863.45139 2.738130 -29.689078 0.170699 -0.013250 -0.012522 -0.297390 0.954582 0.0000042957 -0.0000001295 0.0000129494 0.0000037272 -0.0000072936 0.0004069375 0.3661286561 0.0322214865 0.0002523871 0.0216674385 0.0000477365 0.0050776922
1666059863.55138 2.784485 -29.727046 0.170837 -0.011666 -0.012706 -0.275065 0.961271 0.0000042992 -0.0000000735 0.0000126862 0.0000036825 -0.0000063671 0.0004070870 0.3668335677 0.0327524936 0.0002756194 0.0217354167 0.0000328859 0.0049704432
1666059863.65137 2.818439 -29.754487 0.165467 -0.012408 -0.013180 -0.256098 0.966481 0.0000043609 -0.0000000713 0.0000130650 0.0000036901 -0.0000069630 0.0004071377 0.3674967351 0.0331868411 0.0002812221 0.0218219806 0.0000475995 0.0048683562
1666059863.75135 2.840093 -29.763287 0.153116 -0.011977 -0.013636 -0.239382 0.970756 0.0000043713 -0.0000000761 0.0000131694 0.0000036494 -0.0000068768 0.0004072096 0.3679860406 0.0334955681 0.0002732292 0.0218541835 0.0000870140 0.0047734177
1666059863.85134 2.854909 -29.770119 0.143567 -0.012077 -0.014483 -0.223298 0.974568 0.0000044658 -0.0000000793 0.0000137423 0.0000036382 -0.0000071204 0.0004072460 0.3679171450 0.0337083449 0.0002388447 0.0218299815 0.0001252322 0.0046748656
1666059863.95133 2.873873 -29.765244 0.119653 -0.012667 -0.014996 -0.204857 0.978595 0.0000045229 -0.0000001366 0.0000142303 0.0000035998 -0.0000077904 0.0004072540 0.3680484365 0.0339082552 0.0002213331 0.0216826493 0.0001231774 0.0045743535
1666059864.05132 2.895988 -29.779019 0.108271 -0.012024 -0.016084 -0.188390 0.981889 0.0000045933 -0.0000001665 0.0000147962 0.0000035508 -0.0000074581 0.0004072938 0.3680758630 0.0342544998 0.0001977448 0.0216551395 0.0001363591 0.0044841371
1666059864.15131 2.933391 -29.796705 0.103253 -0.009964 -0.016776 -0.174060 0.984542 0.0000042947 -0.0000001197 0.0000149982 0.0000033630 -0.0000059700 0.0004073010 0.3685722102 0.0346856508 0.0001552979 0.0214015288 0.0001669609 0.0043394727
1666059864.25130 2.979452 -29.815604 0.105422 -0.009123 -0.019727 -0.156592 0.987424 0.0000044486 -0.0000001256 0.0000171243 0.0000032932 -0.0000050299 0.0004072291 0.3690269991 0.0352555646 0.0001687846 0.0214964775 0.0001722717 0.0042623519
1666059864.35130 3.041659 -29.827956 0.108651 -0.008536 -0.020385 -0.144493 0.989259 0.0000044420 -0.0000001380 0.0000175582 0.0000032277 -0.0000046413 0.0004072426 0.3695895312 0.0359893957 0.0001874067 0.0215384828 0.0001687548 0.0041851874
1666059864.45130 3.110775 -29.831222 0.116300 -0.008527 -0.022588 -0.127834 0.991502 0.0000045634 -0.0000001789 0.0000193092 0.0000031849 -0.0000048357 0.0004071519 0.3699092091 0.0368107264 0.0002162056 0.0215238871 0.0001445366 0.0041183969
1666059864.55129 3.195460 -29.824630 0.126486 -0.010469 -0.025305 -0.111928 0.993339 0.0000047616 -0.0000002946 0.0000216434 0.0000031817 -0.0000063973 0.0004069268 0.3699028324 0.0377596710 0.0002452653 0.0214929564 0.0000956296 0.0040523038
1666059864.65129 3.290331 -29.830278 0.135634 -0.008772 -0.025502 -0.092629 0.995335 0.0000047379 -0.0000002351 0.0000214270 0.0000030991 -0.0000053048 0.0004070988 0.3698755550 0.0388847068 0.0002795601 0.0214955409 0.0000357562 0.0039972511
1666059864.75129 3.371131 -29.844848 0.152407 -0.007910 -0.028867 -0.066569 0.997333 0.0000050563 -0.0000002507 0.0000238947 0.0000030582 -0.0000051252 0.0004069483 0.3699497803 0.0399290480 0.0003112715 0.0216226062 0.0000023118 0.0039545671
1666059864.85128 3.445115 -29.870430 0.168595 -0.002642 -0.034236 -0.048325 0.998241 0.0000055711 -0.0000000466 0.0000279932 0.0000029564 -0.0000008999 0.0004065724 0.3704017201 0.0408208717 0.0003328829 0.0217651828 -0.0000127480 0.0039111123
1666059864.95128 3.526731 -29.868956 0.170209 -0.003665 -0.037931 -0.034732 0.998670 0.0000057791 -0.0000000157 0.0000310073 0.0000028685 -0.0000014718 0.0004061563 0.3705101555 0.0418670308 0.0003743069 0.0218503231 -0.0000471203 0.0038491918
1666059865.05128 3.619652 -29.881192 0.176362 -0.002925 -0.036090 -0.014448 0.999240 0.0000056184 -0.0000000404 0.0000294533 0.0000028444 -0.0000020189 0.0004065076 0.3705565646 0.0429626338 0.0003836051 0.0221130388 -0.0000491893 0.0038104243
1666059865.15127 3.705751 -29.893650 0.181966 -0.001041 -0.036811 0.009740 0.999274 0.0000056708 -0.0000000091 0.0000298880 0.0000027973 -0.0000013156 0.0004065972 0.3709184172 0.0439937715 0.0003931149 0.0223595625 -0.0000404050 0.0037854672
1666059865.25127 3.792926 -29.890662 0.193181 -0.004594 -0.036861 0.027466 0.998932 0.0000056615 -0.0000002684 0.0000299552 0.0000028195 -0.0000046336 0.0004066513 0.3708394555 0.0450157009 0.0003918351 0.0226174722 -0.0000345446 0.0037466695
1666059865.35126 3.880350 -29.892228 0.202672 -0.004412 -0.036203 0.046146 0.998269 0.0000055299 -0.0000003115 0.0000292301 0.0000028007 -0.0000050524 0.0004068658 0.3708404749 0.0460482570 0.0003890600 0.0228796337 -0.0000280568 0.0037089789
1666059865.45126 3.960335 -29.881692 0.212520 -0.006808 -0.036707 0.063728 0.997269 0.0000055677 -0.0000005027 0.0000295586 0.0000028503 -0.0000073357 0.0004068533 0.3706507636 0.0470079708 0.0003855150 0.0231306799 -0.0000263829 0.0036790087
1666059865.55126 4.049263 -29.866766 0.224799 -0.008191 -0.034584 0.082565 0.995952 0.0000052889 -0.0000005908 0.0000275804 0.0000028893 -0.0000088614 0.0004071830 0.3703026655 0.0479990438 0.0003760379 0.0233766873 -0.0000286493 0.0036438860
1666059865.65126 4.133179 -29.851552 0.237871 -0.006886 -0.033999 0.104178 0.993954 0.0000052205 -0.0000005742 0.0000270623 0.0000028582 -0.0000086390 0.0004073820 0.3699697754 0.0490087102 0.0003702311 0.0236371870 -0.0000369184 0.0036102990
1666059865.75126 4.220659 -29.829886 0.249044 -0.005370 -0.034875 0.120768 0.992053 0.0000050216 -0.0000004471 0.0000275614 0.0000027393 -0.0000074435 0.0004073921 0.3696528835 0.0500267250 0.0003437833 0.0238646696 -0.0000431312 0.0035610386
1666059865.85126 4.315877 -29.799964 0.258911 -0.006246 -0.036376 0.127859 0.991105 0.0000051940 -0.0000005549 0.0000287236 0.0000027693 -0.0000086000 0.0004072344 0.3687538048 0.0510940303 0.0003325115 0.0241507446 -0.0000652930 0.0035358590
1666059865.95126 4.422271 -29.765511 0.266338 -0.008368 -0.036660 0.131976 0.990539 0.0000052745 -0.0000006958 0.0000287993 0.0000028525 -0.0000105820 0.0004071752 0.3678321503 0.0522941346 0.0003256500 0.0244932288 -0.0000820139 0.0035190736
1666059866.05126 4.537444 -29.731742 0.276665 -0.010328 -0.036475 0.133781 0.990286 0.0000052283 -0.0000008166 0.0000284177 0.0000029387 -0.0000123437 0.0004071797 0.3669642686 0.0535761087 0.0003184753 0.0248693543 -0.0000985152 0.0035010308
1666059866.15126 4.655059 -29.699503 0.286988 -0.009444 -0.037526 0.136262 0.989917 0.0000054168 -0.0000008184 0.0000294543 0.0000028963 -0.0000118390 0.0004071146 0.3662493925 0.0548942868 0.0003147062 0.0252731684 -0.0001061713 0.0034875770
1666059866.25126 4.777840 -29.670058 0.299003 -0.005924 -0.034852 0.137472 0.989875 0.0000051637 -0.0000005646 0.0000277110 0.0000027121 -0.0000086391 0.0004075631 0.3655462277 0.0562980006 0.0003095492 0.0257133320 -0.0001098031 0.0034778275
1666059866.35126 4.902477 -29.645927 0.307781 -0.000954 -0.029341 0.137115 0.990120 0.0000045584 -0.0000001898 0.0000238551 0.0000025340 -0.0000039508 0.0004081908 0.3649465235 0.0577565126 0.0003054881 0.0261718279 -0.0001119613 0.0034619642
1666059866.45126 5.017014 -29.609518 0.316278 -0.001384 -0.029003 0.136914 0.990157 0.0000042787 -0.0000001956 0.0000233768 0.0000025010 -0.0000043441 0.0004081313 0.3640650022 0.0590177621 0.0003001414 0.0265666129 -0.0001068135 0.0034416765
1666059866.55126 5.132930 -29.565879 0.328276 -0.006596 -0.032348 0.130216 0.990936 0.0000045097 -0.0000004882 0.0000255180 0.0000026286 -0.0000085758 0.0004077157 0.3629502580 0.0602797915 0.0002938343 0.0270109166 -0.0001032180 0.0034321532
1666059866.65126 5.276344 -29.522830 0.338370 -0.008075 -0.027598 0.129873 0.991114 0.0000040419 -0.0000004386 0.0000215633 0.0000026519 -0.0000093956 0.0004081579 0.3619217428 0.0618848871 0.0002927052 0.0275893038 -0.0001018922 0.0034245221
1666059866.75125 5.429702 -29.492149 0.347021 -0.002654 -0.022856 0.128690 0.991418 0.0000037166 -0.0000001492 0.0000183607 0.0000024540 -0.0000044565 0.0004086443 0.3611790004 0.0636520427 0.0002957559 0.0282241468 -0.0000983935 0.0034198806
1666059866.85125 5.577481 -29.453597 0.351692 -0.001005 -0.021471 0.129529 0.991343 0.0000036470 -0.0000000881 0.0000174727 0.0000024184 -0.0000030539 0.0004087809 0.3602819391 0.0652958948 0.0002992038 0.0288444471 -0.0000920506 0.0034164491
1666059866.95125 5.721650 -29.405026 0.356494 -0.003760 -0.019752 0.130050 0.991304 0.0000033446 -0.0000001223 0.0000155496 0.0000024235 -0.0000052677 0.0004087950 0.3591400084 0.0668256144 0.0003025003 0.0294392081 -0.0000900914 0.0033961685
1666059867.05125 5.852214 -29.362067 0.363925 -0.006870 -0.018159 0.130104 0.991310 0.0000032700 -0.0000001798 0.0000139608 0.0000025041 -0.0000074894 0.0004088756 0.3580242174 0.0682693463 0.0003008361 0.0300342922 -0.0000852982 0.0033966177
1666059867.15125 5.974568 -29.333692 0.367364 -0.004696 -0.017548 0.129467 0.991417 0.0000033013 -0.0000001249 0.0000138401 0.0000024534 -0.0000055795 0.0004089652 0.3573379141 0.0696427692 0.0002953622 0.0305867464 -0.0000765593 0.0033957343
1666059867.25126 6.093363 -29.301477 0.370758 -0.002552 -0.017603 0.128389 0.991564 0.0000033514 -0.0000000654 0.0000140191 0.0000024241 -0.0000038967 0.0004090087 0.3566401578 0.0709851242 0.0002842798 0.0311191861 -0.0000629399 0.0033911273
1666059867.35126 6.214434 -29.256307 0.371053 -0.003437 -0.019263 0.126787 0.991737 0.0000034319 -0.0000001100 0.0000153403 0.0000024409 -0.0000047882 0.0004089031 0.3557088608 0.0723212222 0.0002714703 0.0316560013 -0.0000473976 0.0033851437
1666059867.45126 6.351887 -29.219795 0.377151 -0.004075 -0.018244 0.126086 0.991843 0.0000033974 -0.0000001109 0.0000145371 0.0000024567 -0.0000051853 0.0004089715 0.3546008121 0.0737546642 0.0002640896 0.0322978459 -0.0000391002 0.0033829741
1666059867.55126 6.486621 -29.178081 0.383056 -0.006221 -0.018327 0.125577 0.991895 0.0000033313 -0.0000001864 0.0000144015 0.0000024929 -0.0000069668 0.0004089256 0.3536027022 0.0752543286 0.0002526120 0.0329809371 -0.0000304246 0.0033776385
1666059867.65126 6.631010 -29.142472 0.385191 -0.005754 -0.017653 0.123499 0.992171 0.0000031954 -0.0000001832 0.0000137787 0.0000024567 -0.0000064571 0.0004089257 0.3527433597 0.0767992460 0.0002471676 0.0336912794 -0.0000233108 0.0033759101
1666059867.75126 6.773441 -29.106260 0.392067 -0.003614 -0.017245 0.124069 0.992117 0.0000031986 -0.0000001273 0.0000138666 0.0000023976 -0.0000046193 0.0004089879 0.3519873158 0.0784060499 0.0002434402 0.0344520202 -0.0000155657 0.0033745581
1666059867.85126 6.917768 -29.066063 0.396962 -0.006149 -0.016840 0.122039 0.992363 0.0000031398 -0.0000001825 0.0000131734 0.0000024539 -0.0000066122 0.0004089837 0.3509315692 0.0799291640 0.0002406253 0.0352201077 -0.0000107758 0.0033737254
1666059867.95126 7.066987 -29.024048 0.406044 -0.007463 -0.017810 0.120699 0.992501 0.0000031332 -0.0000002463 0.0000138412 0.0000024625 -0.0000077479 0.0004088929 0.3500092129 0.0815248837 0.0002380815 0.0360258101 -0.0000075208 0.0033712882
1666059868.05126 7.224552 -28.985727 0.408859 -0.007926 -0.015993 0.118324 0.992815 0.0000030762 -0.0000002298 0.0000124143 0.0000024826 -0.0000080833 0.0004089841 0.3490483999 0.0832335078 0.0002374843 0.0369225958 -0.0000035193 0.0033729146
1666059868.15125 7.374432 -28.954892 0.414278 -0.004986 -0.016061 0.117680 0.992909 0.0000031238 -0.0000001649 0.0000127885 0.0000024061 -0.0000056354 0.0004090573 0.3483446510 0.0848913998 0.0002368728 0.0378004412 0.0000007557 0.0033753778
1666059868.25125 7.515185 -28.918165 0.418733 -0.005287 -0.017601 0.115786 0.993104 0.0000031767 -0.0000002013 0.0000139799 0.0000024201 -0.0000060093 0.0004089650 0.3475426775 0.0864071756 0.0002332602 0.0386300122 0.0000075182 0.0033750813
1666059868.35126 7.641371 -28.876110 0.424745 -0.009777 -0.022802 0.113829 0.993191 0.0000034902 -0.0000004557 0.0000177278 0.0000026114 -0.0000101956 0.0004085440 0.3465579498 0.0877235324 0.0002295913 0.0393765301 0.0000125698 0.0033768631
1666059868.45126 7.771650 -28.836486 0.429057 -0.011867 -0.021908 0.112521 0.993337 0.0000034505 -0.0000005143 0.0000169311 0.0000027138 -0.0000118290 0.0004085678 0.3456780806 0.0891058118 0.0002239324 0.0401473343 0.0000184346 0.0033781692
1666059868.55126 7.903058 -28.812331 0.434948 -0.008729 -0.024546 0.111158 0.993461 0.0000036595 -0.0000004770 0.0000194355 0.0000025825 -0.0000093835 0.0004084928 0.3450612438 0.0904850813 0.0002177150 0.0409060041 0.0000244298 0.0033790018
1666059868.65125 8.038155 -28.779856 0.438130 -0.008151 -0.024325 0.108485 0.993767 0.0000035994 -0.0000004386 0.0000190742 0.0000025205 -0.0000090233 0.0004084595 0.3443420619 0.0919828631 0.0002128406 0.0417541831 0.0000310405 0.0033800838
1666059868.75125 8.173873 -28.747883 0.442970 -0.008546 -0.028397 0.107263 0.993788 0.0000039629 -0.0000005366 0.0000224702 0.0000025333 -0.0000094123 0.0004080865 0.3435507395 0.0934075928 0.0002091027 0.0426043566 0.0000357364 0.0033823683
1666059868.85125 8.324855 -28.708831 0.449424 -0.011236 -0.022357 0.101641 0.994506 0.0000034682 -0.0000004580 0.0000175792 0.0000026003 -0.0000109977 0.0004084238 0.3427145257 0.0950545169 0.0002071478 0.0436237222 0.0000404790 0.0033855895
1666059868.95125 8.476335 -28.684211 0.455546 -0.008278 -0.021899 0.099936 0.994718 0.0000034655 -0.0000003272 0.0000172760 0.0000024856 -0.0000084979 0.0004085722 0.3421116575 0.0966428314 0.0002061532 0.0446166071 0.0000453971 0.0033893187
1666059869.05125 8.619583 -28.655804 0.460535 -0.008927 -0.021142 0.095163 0.995197 0.0000034169 -0.0000003245 0.0000166519 0.0000025064 -0.0000088764 0.0004085979 0.3414293268 0.0981730429 0.0002051271 0.0456026658 0.0000498498 0.0033933590
1666059869.15125 8.753574 -28.621806 0.466894 -0.011461 -0.019883 0.096869 0.995032 0.0000033168 -0.0000003614 0.0000155582 0.0000026102 -0.0000108154 0.0004086126 0.3407094682 0.0996015125 0.0002031686 0.0465467150 0.0000536363 0.0033960383
1666059869.25125 8.884251 -28.597422 0.470922 -0.010436 -0.017891 0.094922 0.995269 0.0000031758 -0.0000002945 0.0000137523 0.0000025647 -0.0000097997 0.0004087818 0.3401482749 0.1009849362 0.0002002151 0.0474548827 0.0000578316 0.0033986108
1666059869.35125 9.004588 -28.580203 0.476021 -0.007197 -0.021950 0.093281 0.995372 0.0000034399 -0.0000002808 0.0000175643 0.0000024673 -0.0000077047 0.0004085602 0.3397272085 0.1022759633 0.0001965929 0.0482966399 0.0000642202 0.0034020602
1666059869.45125 9.140864 -28.557800 0.479724 -0.005745 -0.019707 0.091834 0.995563 0.0000032915 -0.0000001738 0.0000157008 0.0000024244 -0.0000061723 0.0004087710 0.3392267523 0.1037282890 0.0001934461 0.0492688175 0.0000705494 0.0034059888
1666059869.55126 9.281645 -28.538952 0.483177 -0.006121 -0.022064 0.088675 0.995797 0.0000033168 -0.0000002595 0.0000176580 0.0000023867 -0.0000065126 0.0004085219 0.3386805907 0.1052046667 0.0001903497 0.0502695998 0.0000741594 0.0034058276
1666059869.65126 9.435723 -28.511077 0.490796 -0.006243 -0.019068 0.090204 0.995721 0.0000031374 -0.0000002096 0.0000151901 0.0000023840 -0.0000065264 0.0004087309 0.3381751116 0.1069225588 0.0001911589 0.0514707935 0.0000778708 0.0034095845
1666059869.75126 9.588322 -28.486371 0.495831 -0.005527 -0.016274 0.086513 0.996102 0.0000029671 -0.0000001556 0.0000130790 0.0000023539 -0.0000057726 0.0004088831 0.3376026207 0.1085970143 0.0001917599 0.0526619919 0.0000801945 0.0034137358
1666059869.85126 9.735999 -28.463212 0.500153 -0.005738 -0.014876 0.083468 0.996383 0.0000028940 -0.0000001389 0.0000118993 0.0000023608 -0.0000056920 0.0004089653 0.3370754324 0.1101390114 0.0001918300 0.0537952498 0.0000822746 0.0034179314
1666059869.95127 9.874993 -28.435746 0.505390 -0.006152 -0.013399 0.082773 0.996459 0.0000028230 -0.0000001231 0.0000106003 0.0000023553 -0.0000058335 0.0004090228 0.3365834994 0.1116640764 0.0001909316 0.0549265145 0.0000847919 0.0034215319
1666059870.05126 10.013281 -28.414960 0.509080 -0.005142 -0.013766 0.082556 0.996478 0.0000028304 -0.0000000848 0.0000110073 0.0000023303 -0.0000051429 0.0004089957 0.3360450253 0.1131019409 0.0001892244 0.0560192818 0.0000877282 0.0034253123
1666059870.15127 10.156392 -28.391886 0.512977 -0.005065 -0.010203 0.080342 0.996702 0.0000027090 -0.0000000413 0.0000081099 0.0000023316 -0.0000047692 0.0004091519 0.3355401639 0.1146433253 0.0001867916 0.0572015302 0.0000906482 0.0034295245
1666059870.25126 10.299270 -28.369311 0.515546 -0.004852 -0.010398 0.081471 0.996610 0.0000027260 -0.0000000398 0.0000083648 0.0000023214 -0.0000046405 0.0004091339 0.3350466777 0.1161278205 0.0001847251 0.0583585860 0.0000932701 0.0034333241
1666059870.35126 10.442201 -28.350816 0.518071 -0.004845 -0.009195 0.080588 0.996693 0.0000027316 -0.0000000126 0.0000073727 0.0000023299 -0.0000044924 0.0004091903 0.3345617005 0.1176691888 0.0001827756 0.0595819459 0.0000960069 0.0034381983
1666059870.45127 10.580573 -28.332031 0.519870 -0.005228 -0.009908 0.079673 0.996758 0.0000027467 -0.0000000204 0.0000079129 0.0000023484 -0.0000049326 0.0004091724 0.3341507915 0.1191528966 0.0001803900 0.0607693974 0.0000992854 0.0034427075
1666059870.55127 10.722029 -28.310013 0.522697 -0.006153 -0.010717 0.078606 0.996829 0.0000027828 -0.0000000193 0.0000084895 0.0000023872 -0.0000056455 0.0004091535 0.3337344262 0.1206342380 0.0001785287 0.0619747292 0.0001032257 0.0034479548
1666059870.65127 10.863477 -28.288611 0.524596 -0.005847 -0.011445 0.077516 0.996908 0.0000027921 -0.0000000518 0.0000090167 0.0000023405 -0.0000054565 0.0004090910 0.3333225918 0.1221673338 0.0001771156 0.0632393581 0.0001060770 0.0034530860
1666059870.75126 11.009009 -28.273273 0.527675 -0.004487 -0.009194 0.076810 0.996993 0.0000026860 0.0000000000 0.0000073805 0.0000023150 -0.0000044128 0.0004091618 0.3328686808 0.1237610346 0.0001751910 0.0645791033 0.0001093241 0.0034578179
1666059870.85127 11.165790 -28.249561 0.530138 -0.005099 -0.007684 0.075747 0.997084 0.0000026601 0.0000000298 0.0000060633 0.0000023335 -0.0000045759 0.0004092138 0.3324771415 0.1253469468 0.0001734539 0.0659264899 0.0001122200 0.0034629268
1666059870.95127 11.324010 -28.223988 0.531303 -0.006386 -0.006002 0.075097 0.997138 0.0000026998 0.0000000332 0.0000048115 0.0000023586 -0.0000054718 0.0004092511 0.3319237448 0.1270501566 0.0001726434 0.0674149844 0.0001149741 0.0034688615
1666059871.05127 11.484682 -28.197877 0.532850 -0.005693 -0.004677 0.075733 0.997101 0.0000026892 0.0000000411 0.0000036125 0.0000023277 -0.0000047822 0.0004092917 0.3314598180 0.1287335446 0.0001717417 0.0688942937 0.0001169668 0.0034746507
1666059871.15127 11.644764 -28.173325 0.534452 -0.004981 -0.004179 0.075235 0.997145 0.0000026570 0.0000000355 0.0000032279 0.0000023026 -0.0000044305 0.0004092693 0.3308942821 0.1303833213 0.0001704882 0.0703843516 0.0001179300 0.0034796112
1666059871.25127 11.798138 -28.148257 0.534358 -0.005569 -0.004846 0.075566 0.997114 0.0000026842 0.0000000200 0.0000037426 0.0000023128 -0.0000048230 0.0004092638 0.3303324742 0.1319927970 0.0001693936 0.0718700213 0.0001191373 0.0034854549
1666059871.35126 11.946461 -28.126072 0.533457 -0.005850 -0.005796 0.076255 0.997054 0.0000027380 0.0000000180 0.0000044780 0.0000023380 -0.0000051578 0.0004092669 0.3298274182 0.1335352997 0.0001675605 0.0733093691 0.0001212163 0.0034911245
1666059871.45127 12.087081 -28.117990 0.534168 -0.005592 -0.006117 0.076025 0.997071 0.0000027174 -0.0000000116 0.0000049560 0.0000023104 -0.0000048508 0.0004092320 0.3294159490 0.1350342759 0.0001648299 0.0746949954 0.0001257438 0.0034953905
1666059871.55127 12.221638 -28.091450 0.537322 -0.006062 -0.005270 0.076342 0.997049 0.0000026241 -0.0000000360 0.0000042449 0.0000023020 -0.0000052595 0.0004091932 0.3292346887 0.1365115056 0.0001602473 0.0760086001 0.0001327405 0.0034997395
1666059871.65127 12.351076 -28.068970 0.539315 -0.006553 -0.004581 0.076692 0.997023 0.0000026012 -0.0000000303 0.0000035643 0.0000023114 -0.0000055652 0.0004091960 0.3286780104 0.1378308968 0.0001557192 0.0772653644 0.0001379216 0.0035050278
1666059871.75127 12.478285 -28.051270 0.539087 -0.005937 -0.004812 0.076384 0.997049 0.0000026042 -0.0000000435 0.0000037396 0.0000023076 -0.0000051791 0.0004091981 0.3282399823 0.1391122276 0.0001518292 0.0784967029 0.0001422077 0.0035111560
1666059871.85127 12.601823 -28.034251 0.537576 -0.005277 -0.004447 0.075306 0.997137 0.0000025564 -0.0000000329 0.0000034224 0.0000022960 -0.0000046170 0.0004091996 0.3278587205 0.1404577800 0.0001470335 0.0797392582 0.0001463299 0.0035154052
1666059871.95127 12.729693 -28.018776 0.538285 -0.004930 -0.005312 0.073894 0.997240 0.0000025749 -0.0000000502 0.0000042680 0.0000022968 -0.0000043196 0.0004091936 0.3274860166 0.1417638870 0.0001436714 0.0810016351 0.0001503321 0.0035210426
1666059872.05127 12.868977 -28.000486 0.537500 -0.006252 -0.006398 0.072988 0.997293 0.0000025670 -0.0000000767 0.0000050308 0.0000023274 -0.0000054853 0.0004091555 0.3270386341 0.1431852096 0.0001407765 0.0824178794 0.0001537277 0.0035264106
1666059872.15127 13.015223 -27.980267 0.538713 -0.006578 -0.007238 0.073249 0.997266 0.0000025955 -0.0000001048 0.0000056995 0.0000023432 -0.0000059471 0.0004091483 0.3266783265 0.1447430528 0.0001399360 0.0839821225 0.0001569204 0.0035318503
1666059872.25127 13.175122 -27.961111 0.539733 -0.006221 -0.004945 0.072246 0.997355 0.0000025673 -0.0000000803 0.0000038409 0.0000023265 -0.0000053761 0.0004092192 0.3262772847 0.1464026358 0.0001390985 0.0856718220 0.0001595914 0.0035379615
1666059872.35127 13.334544 -27.932516 0.544572 -0.006439 -0.002822 0.072754 0.997325 0.0000025560 -0.0000000533 0.0000022864 0.0000023117 -0.0000053915 0.0004092541 0.3258354630 0.1480891200 0.0001384396 0.0873935709 0.0001606540 0.0035423725
1666059872.45127 13.492160 -27.913380 0.546151 -0.005637 -0.001699 0.072550 0.997347 0.0000025490 -0.0000000466 0.0000012138 0.0000022862 -0.0000047342 0.0004092775 0.3252854916 0.1497106517 0.0001383020 0.0890933221 0.0001612143 0.0035476755
1666059872.55127 13.645610 -27.894087 0.550536 -0.004914 -0.001203 0.072954 0.997322 0.0000025594 -0.0000000590 0.0000010230 0.0000022779 -0.0000042325 0.0004092850 0.3248821014 0.1513067270 0.0001378184 0.0907767471 0.0001621920 0.0035537913
1666059872.65127 13.796914 -27.876037 0.552562 -0.004969 -0.002970 0.071368 0.997433 0.0000025460 -0.0000000685 0.0000024478 0.0000022779 -0.0000043253 0.0004092400 0.3244758936 0.1528700317 0.0001377345 0.0924431856 0.0001632014 0.0035583802
1666059872.75127 13.944931 -27.854119 0.555562 -0.006199 -0.006748 0.070349 0.997480 0.0000026213 -0.0000001309 0.0000054425 0.0000023070 -0.0000055249 0.0004091391 0.3240510394 0.1544312040 0.0001374835 0.0941648770 0.0001646691 0.0035650582
1666059872.85127 14.099958 -27.838145 0.558889 -0.004934 -0.007736 0.071573 0.997393 0.0000026626 -0.0000001323 0.0000062984 0.0000022834 -0.0000044365 0.0004091499 0.3237168447 0.1560529326 0.0001374547 0.0959499675 0.0001664613 0.0035713752
1666059872.95127 14.250124 -27.824635 0.563242 -0.004033 -0.006559 0.068337 0.997633 0.0000026460 -0.0000001237 0.0000055161 0.0000022745 -0.0000036618 0.0004091759 0.3234360557 0.1576475240 0.0001364575 0.0977170432 0.0001687521 0.0035776848
1666059873.05127 14.389167 -27.805930 0.565172 -0.003452 -0.007590 0.068733 0.997600 0.0000026759 -0.0000001155 0.0000062002 0.0000022713 -0.0000031717 0.0004091635 0.3231643237 0.1590886488 0.0001345564 0.0993299790 0.0001717178 0.0035833013
1666059873.15126 14.519295 -27.787212 0.567847 -0.004416 -0.012210 0.065992 0.997736 0.0000028474 -0.0000001814 0.0000099495 0.0000022910 -0.0000043444 0.0004089802 0.3227532224 0.1604300502 0.0001330844 0.1008911704 0.0001749987 0.0035890041
1666059873.25125 14.659895 -27.774115 0.572900 -0.004433 -0.014003 0.064494 0.997810 0.0000029127 -0.0000001999 0.0000114417 0.0000022938 -0.0000044144 0.0004088910 0.3223806351 0.1618493239 0.0001316105 0.1025366145 0.0001785106 0.0035951862
1666059873.35125 14.820203 -27.764239 0.571901 -0.002548 -0.006939 0.062733 0.998003 0.0000026332 -0.0000000989 0.0000057014 0.0000022466 -0.0000027541 0.0004091439 0.3222240126 0.1636052427 0.0001295391 0.1045075617 0.0001824122 0.0036013133
1666059873.45125 14.971074 -27.746570 0.573947 -0.003133 -0.011947 0.063832 0.997884 0.0000026821 -0.0000000922 0.0000097184 0.0000022253 -0.0000033430 0.0004089498 0.3219032511 0.1651462712 0.0001298364 0.1063128804 0.0001846229 0.0036063072
